SATSUMA(557kg) | State 1 | False | HutongGames.PlayMaker.Actions.AddComponent
SATSUMA(557kg) | Tires OFF | False | HutongGames.PlayMaker.Actions.EnableBehaviour
SATSUMA(557kg) | Fix Collider | False | HutongGames.PlayMaker.Actions.ActivateGameObject
SATSUMA(557kg) | Wait1 | False | 
SATSUMA(557kg) | State 3 | False | MasterAudioGroupUnmute
SATSUMA(557kg) | State 2 | False | HutongGames.PlayMaker.Actions.DestroyComponent
SATSUMA(557kg) | Save game | False | 
SATSUMA(557kg) | Load game | False | HutongGames.PlayMaker.Actions.LoadTransform
SATSUMA(557kg) | Check data | False | HutongGames.PlayMaker.Actions.Exists
SATSUMA(557kg) | Lod ON | True | HutongGames.PlayMaker.Actions.FloatCompare
SATSUMA(557kg) | Lod OFF | False | 
SATSUMA(557kg) | State 4 | False | HutongGames.PlayMaker.Actions.GetRotation
SATSUMA(557kg) | Move | False | 
SATSUMA(557kg) | Reset | False | 
SATSUMA(557kg) | Wait1 2 | False | HutongGames.PlayMaker.Actions.Wait
SATSUMA(557kg) | State 1 | True | HutongGames.PlayMaker.Actions.FloatCompare
SATSUMA(557kg) | State 3 | False | 
SATSUMA(557kg) | State 1 | True | HutongGames.PlayMaker.Actions.SetProperty
SATSUMA(557kg) | State 1 | False | 
SATSUMA(557kg) | Wait gear | False | 
SATSUMA(557kg) | State 2 | False | 
SATSUMA(557kg) | R | False | 
SATSUMA(557kg) | Check range | False | 
SATSUMA(557kg) | N | False | 
SATSUMA(557kg) | 1 | False | 
SATSUMA(557kg) | 2 | False | 
SATSUMA(557kg) | 3 | False | 
SATSUMA(557kg) | 4 | False | 
SATSUMA(557kg) | 5 | False | 
SATSUMA(557kg) | 6 | False | 
SATSUMA(557kg) | Get gear | False | 
AirIntake | State 1 | True | HutongGames.PlayMaker.Actions.FloatCompare
AirIntake | State 2 | False | 
AirIntake | Check level | False | 
AirIntake | Wait | False | 
DriverHeadPivot | Has joint | True | 
DriverHeadPivot | State 3 | False | 
DriverHeadPivot | State 1 | False | 
DriverHeadPivot | State 2 | False | HutongGames.PlayMaker.Actions.Wait
CameraPivot | State 1 | True | HutongGames.PlayMaker.Actions.CInputGetButton
CameraPivot | Left | False | 
CameraPivot | Right | False | 
CameraPivot | Left Off | False | 
CameraPivot | Right off | False | 
CameraPivot | Check window | False | 
CameraPivot | Check door | False | 
HookFront | Wait player 2 | True | HutongGames.PlayMaker.Actions.MousePickEvent
HookFront | Wait button | False | 
HookFront | Activate cable | False | 
HookFront | Wait player 3 | False | 
HookFront | Wait button 2 | False | 
HookFront | State 3 | False | 
HookFront | Activate cable 2 | False | 
HookFront | Get car | False | HutongGames.PlayMaker.Actions.GetParent
HookFront | Remove rope | False | 
HookRear | Wait player 2 | True | HutongGames.PlayMaker.Actions.MousePickEvent
HookRear | Wait button | False | 
HookRear | Activate cable | False | 
HookRear | Wait player 3 | False | 
HookRear | Wait button 2 | False | 
HookRear | State 3 | False | 
HookRear | Activate cable 2 | False | 
HookRear | Get car | False | HutongGames.PlayMaker.Actions.GetParent
HookRear | Remove rope | False | 
bucket seat driver(Clone) | Mouse off | True | HutongGames.PlayMaker.Actions.HasComponent
bucket seat driver(Clone) | Mouse over | False | 
bucket seat driver(Clone) | Remove part | False | 
bucket seat driver(Clone) | Requirements | False | 
bucket seat driver(Clone) | Wait | False | 
bucket seat driver(Clone) | Bolts OFF | False | HutongGames.PlayMaker.Actions.FloatCompare
bucket seat driver(Clone) | Bolts ON | False | HutongGames.PlayMaker.Actions.FloatCompare
bucket seat driver(Clone) | Check float | False | HutongGames.PlayMaker.Actions.Exists
bucket seat driver(Clone) | Load float | False | HutongGames.PlayMaker.Actions.LoadFloat
bucket seat driver(Clone) | Save float | False | 
bucket seat driver(Clone) | Check array | False | HutongGames.PlayMaker.Actions.Exists
bucket seat driver(Clone) | Save array | False | 
bucket seat driver(Clone) | Load array | False | HutongGames.PlayMaker.Actions.ArrayListEasyLoad
bucket seat driver(Clone) | Save | False | 
bucket seat driver(Clone) | Bolts ON 2 | True | HutongGames.PlayMaker.Actions.SetProperty
BoltPM | Save data 2 | False | HutongGames.PlayMaker.Actions.ArrayListGet
BoltPM | 1 2 | False | 
BoltPM | Stages 2 | False | HutongGames.PlayMaker.Actions.IntCompare
BoltPM | Get scroll 2 | False | HutongGames.PlayMaker.Actions.ArrayListSet
BoltPM | 2 2 | False | 
BoltPM | 3 2 | False | 
BoltPM | 4 2 | False | 
BoltPM | 5 2 | False | 
BoltPM | 6 2 | False | 
BoltPM | 7 2 | False | 
BoltPM | 8 2 | False | HutongGames.PlayMaker.Actions.SetRotation
BoltPM | Unscrew 2 | False | 
BoltPM | Screw 2 | False | 
BoltPM | 0 2 | False | 
BoltPM | Wait 3 | False | 
BoltPM | Wait 4 | False | 
BoltPM | Setup 2 | False | HutongGames.PlayMaker.Actions.Wait
BoltPM | Idle | True | 
BoltPM | State 1 | False | 
BoltPM | State 2 | False | 
BoltPM | Save data 2 | False | HutongGames.PlayMaker.Actions.ArrayListGet
BoltPM | 1 2 | False | 
BoltPM | Stages 2 | False | HutongGames.PlayMaker.Actions.IntCompare
BoltPM | Get scroll 2 | False | HutongGames.PlayMaker.Actions.ArrayListSet
BoltPM | 2 2 | False | 
BoltPM | 3 2 | False | 
BoltPM | 4 2 | False | 
BoltPM | 5 2 | False | 
BoltPM | 6 2 | False | 
BoltPM | 7 2 | False | 
BoltPM | 8 2 | False | HutongGames.PlayMaker.Actions.SetRotation
BoltPM | Unscrew 2 | False | 
BoltPM | Screw 2 | False | 
BoltPM | 0 2 | False | 
BoltPM | Wait 3 | False | 
BoltPM | Wait 4 | False | 
BoltPM | Setup 2 | False | HutongGames.PlayMaker.Actions.Wait
BoltPM | Idle | True | 
BoltPM | State 1 | False | 
BoltPM | State 2 | False | 
BoltPM | Save data 2 | False | HutongGames.PlayMaker.Actions.ArrayListGet
BoltPM | 1 2 | False | 
BoltPM | Stages 2 | False | HutongGames.PlayMaker.Actions.IntCompare
BoltPM | Get scroll 2 | False | HutongGames.PlayMaker.Actions.ArrayListSet
BoltPM | 2 2 | False | 
BoltPM | 3 2 | False | 
BoltPM | 4 2 | False | 
BoltPM | 5 2 | False | 
BoltPM | 6 2 | False | 
BoltPM | 7 2 | False | 
BoltPM | 8 2 | False | HutongGames.PlayMaker.Actions.SetRotation
BoltPM | Unscrew 2 | False | 
BoltPM | Screw 2 | False | 
BoltPM | 0 2 | False | 
BoltPM | Wait 3 | False | 
BoltPM | Wait 4 | False | 
BoltPM | Setup 2 | False | HutongGames.PlayMaker.Actions.Wait
BoltPM | Idle | True | 
BoltPM | State 1 | False | 
BoltPM | State 2 | False | 
BoltPM | Save data 2 | False | HutongGames.PlayMaker.Actions.ArrayListGet
BoltPM | 1 2 | False | 
BoltPM | Stages 2 | False | HutongGames.PlayMaker.Actions.IntCompare
BoltPM | Get scroll 2 | False | HutongGames.PlayMaker.Actions.ArrayListSet
BoltPM | 2 2 | False | 
BoltPM | 3 2 | False | 
BoltPM | 4 2 | False | 
BoltPM | 5 2 | False | 
BoltPM | 6 2 | False | 
BoltPM | 7 2 | False | 
BoltPM | 8 2 | False | HutongGames.PlayMaker.Actions.SetRotation
BoltPM | Unscrew 2 | False | 
BoltPM | Screw 2 | False | 
BoltPM | 0 2 | False | 
BoltPM | Wait 3 | False | 
BoltPM | Wait 4 | False | 
BoltPM | Setup 2 | False | HutongGames.PlayMaker.Actions.Wait
BoltPM | Idle | True | 
BoltPM | State 1 | False | 
BoltPM | State 2 | False | 
fire extinguisher holder(xxxxx) | Mouse off | True | HutongGames.PlayMaker.Actions.MousePickEvent
fire extinguisher holder(xxxxx) | Mouse over | False | 
fire extinguisher holder(xxxxx) | Disable trigger | False | HutongGames.PlayMaker.Actions.ActivateGameObject
fire extinguisher holder(xxxxx) | Requirements | False | 
fire extinguisher holder(xxxxx) | Remove part | False | 
fire extinguisher holder(xxxxx) | Check extinguisher | False | 
fire extinguisher holder(xxxxx) | Bolts OFF | False | HutongGames.PlayMaker.Actions.FloatCompare
fire extinguisher holder(xxxxx) | Bolts ON | True | HutongGames.PlayMaker.Actions.FloatCompare
fire extinguisher holder(xxxxx) | Check float | False | HutongGames.PlayMaker.Actions.Exists
fire extinguisher holder(xxxxx) | Load float | False | HutongGames.PlayMaker.Actions.LoadFloat
fire extinguisher holder(xxxxx) | Save float | False | 
fire extinguisher holder(xxxxx) | Check array | False | HutongGames.PlayMaker.Actions.Exists
fire extinguisher holder(xxxxx) | Save array | False | 
fire extinguisher holder(xxxxx) | Load array | False | HutongGames.PlayMaker.Actions.ArrayListEasyLoad
fire extinguisher holder(xxxxx) | Save | False | 
BoltPM | Save data 2 | False | HutongGames.PlayMaker.Actions.ArrayListGet
BoltPM | 1 2 | False | 
BoltPM | Stages 2 | False | HutongGames.PlayMaker.Actions.IntCompare
BoltPM | Get scroll 2 | False | HutongGames.PlayMaker.Actions.ArrayListSet
BoltPM | 2 2 | False | 
BoltPM | 3 2 | False | 
BoltPM | 4 2 | False | 
BoltPM | 5 2 | False | 
BoltPM | 6 2 | False | 
BoltPM | 7 2 | False | 
BoltPM | 8 2 | False | HutongGames.PlayMaker.Actions.SetRotation
BoltPM | Unscrew 2 | False | 
BoltPM | Screw 2 | False | 
BoltPM | 0 2 | False | 
BoltPM | Wait 3 | False | 
BoltPM | Wait 4 | False | 
BoltPM | Setup 2 | False | HutongGames.PlayMaker.Actions.Wait
BoltPM | Idle | True | 
BoltPM | State 1 | False | 
BoltPM | State 2 | False | 
BoltPM | Save data 2 | False | HutongGames.PlayMaker.Actions.ArrayListGet
BoltPM | 1 2 | False | 
BoltPM | Stages 2 | False | HutongGames.PlayMaker.Actions.IntCompare
BoltPM | Get scroll 2 | False | HutongGames.PlayMaker.Actions.ArrayListSet
BoltPM | 2 2 | False | 
BoltPM | 3 2 | False | 
BoltPM | 4 2 | False | 
BoltPM | 5 2 | False | 
BoltPM | 6 2 | False | 
BoltPM | 7 2 | False | 
BoltPM | 8 2 | False | HutongGames.PlayMaker.Actions.SetRotation
BoltPM | Unscrew 2 | False | 
BoltPM | Screw 2 | False | 
BoltPM | 0 2 | False | 
BoltPM | Wait 3 | False | 
BoltPM | Wait 4 | False | 
BoltPM | Setup 2 | False | HutongGames.PlayMaker.Actions.Wait
BoltPM | Idle | True | 
BoltPM | State 1 | False | 
BoltPM | State 2 | False | 
trigger_extinguisher | Assemble | False | 
trigger_extinguisher | End | False | 
trigger_extinguisher | Assemble 2 | False | 
trigger_extinguisher | Assemble 3 | False | 
trigger_extinguisher | State 1 | False | 
trigger_extinguisher | Check for Part collision 2 | False | 
trigger_extinguisher | Find correct part 2 | False | 
trigger_extinguisher | Wait for assembly 2 | False | 
trigger_extinguisher | Check Assembly | True | HutongGames.PlayMaker.Actions.Wait
trigger_panel_subwoofer | Check for Part collision | True | HutongGames.PlayMaker.Actions.TriggerEvent
trigger_panel_subwoofer | Find correct part | False | 
trigger_panel_subwoofer | Wait for assembly | False | 
trigger_panel_subwoofer | Assemble | False | 
trigger_panel_subwoofer | Already installed | False | 
trigger_panel_subwoofer | End | False | 
trigger_panel_subwoofer | Wait | False | 
trigger_panel_stock | Check for Part collision | True | HutongGames.PlayMaker.Actions.TriggerEvent
trigger_panel_stock | Find correct part | False | 
trigger_panel_stock | Wait for assembly | False | 
trigger_panel_stock | Assemble | False | 
trigger_panel_stock | Already installed | False | 
trigger_panel_stock | End | False | 
trigger_panel_stock | Wait | False | 
trigger_seat_passenger | Check for Part collision | True | HutongGames.PlayMaker.Actions.TriggerEvent
trigger_seat_passenger | Find correct part | False | 
trigger_seat_passenger | Wait for assembly | False | 
trigger_seat_passenger | Already installed | False | 
trigger_seat_passenger | End | False | 
trigger_seat_passenger | Wait | False | 
trigger_seat_passenger | Check Assembly | False | HutongGames.PlayMaker.Actions.Wait
trigger_seat_passenger | Assemble 2 | False | 
trigger_seat_passenger | Wait 2 | False | 
trigger_seat_passenger | Freeze car | False | 
trigger_seat_passenger | Unfreeze car | False | 
trigger_seat_passenger | Set joint 2 | False | 
trigger_bucket_seat_passenger | Check for Part collision | True | HutongGames.PlayMaker.Actions.TriggerEvent
trigger_bucket_seat_passenger | Find correct part | False | 
trigger_bucket_seat_passenger | Wait for assembly | False | 
trigger_bucket_seat_passenger | Already installed | False | 
trigger_bucket_seat_passenger | End | False | 
trigger_bucket_seat_passenger | Wait | False | 
trigger_bucket_seat_passenger | Check Assembly | False | HutongGames.PlayMaker.Actions.Wait
trigger_bucket_seat_passenger | Assemble 2 | False | 
trigger_bucket_seat_passenger | Freeze car | False | 
trigger_bucket_seat_passenger | Unfreeze car | False | 
trigger_bucket_seat_passenger | Set joint 2 | False | 
trigger_fur_dices | Check for Part collision | True | HutongGames.PlayMaker.Actions.TriggerEvent
trigger_fur_dices | Find correct part | False | 
trigger_fur_dices | Wait for assembly | False | 
trigger_fur_dices | Assemble | False | 
trigger_fur_dices | End | False | 
trigger_xmas_lights | Check for Part collision | True | HutongGames.PlayMaker.Actions.FloatCompare
trigger_xmas_lights | Find correct part | False | 
trigger_xmas_lights | Wait for assembly | False | 
trigger_xmas_lights | Assemble | False | 
trigger_xmas_lights | End | False | 
trigger_xmas_lights | Wait | False | 
racing harness(xxxxx) | Mouse off | True | HutongGames.PlayMaker.Actions.MousePickEvent
racing harness(xxxxx) | Mouse over | False | 
racing harness(xxxxx) | Remove part | False | 
racing harness(xxxxx) | Requirements | False | 
racing harness(xxxxx) | Wait | False | 
racing harness(xxxxx) | Disable trigger | False | HutongGames.PlayMaker.Actions.ActivateGameObject
racing harness(xxxxx) | Reset bolts | False | 
racing harness(xxxxx) | Bolts OFF | False | HutongGames.PlayMaker.Actions.FloatCompare
racing harness(xxxxx) | Bolts ON | True | HutongGames.PlayMaker.Actions.FloatCompare
racing harness(xxxxx) | Check float | False | HutongGames.PlayMaker.Actions.Exists
racing harness(xxxxx) | Load float | False | HutongGames.PlayMaker.Actions.LoadFloat
racing harness(xxxxx) | Save float | False | 
racing harness(xxxxx) | Check array | False | HutongGames.PlayMaker.Actions.Exists
racing harness(xxxxx) | Save array | False | 
racing harness(xxxxx) | Load array | False | HutongGames.PlayMaker.Actions.ArrayListEasyLoad
racing harness(xxxxx) | Save | False | 
BoltPM | Save data 2 | False | HutongGames.PlayMaker.Actions.ArrayListGet
BoltPM | 1 2 | False | 
BoltPM | Stages 2 | False | HutongGames.PlayMaker.Actions.IntCompare
BoltPM | Get scroll 2 | False | HutongGames.PlayMaker.Actions.ArrayListSet
BoltPM | 2 2 | False | 
BoltPM | 3 2 | False | 
BoltPM | 4 2 | False | 
BoltPM | 5 2 | False | 
BoltPM | 6 2 | False | 
BoltPM | 7 2 | False | 
BoltPM | 8 2 | False | HutongGames.PlayMaker.Actions.SetRotation
BoltPM | Unscrew 2 | False | 
BoltPM | Screw 2 | False | 
BoltPM | 0 2 | False | 
BoltPM | Wait 3 | False | 
BoltPM | Wait 4 | False | 
BoltPM | Setup 2 | False | HutongGames.PlayMaker.Actions.Wait
BoltPM | Idle | True | 
BoltPM | State 1 | False | 
BoltPM | State 2 | False | 
BoltPM | Save data 2 | False | HutongGames.PlayMaker.Actions.ArrayListGet
BoltPM | 1 2 | False | 
BoltPM | Stages 2 | False | HutongGames.PlayMaker.Actions.IntCompare
BoltPM | Get scroll 2 | False | HutongGames.PlayMaker.Actions.ArrayListSet
BoltPM | 2 2 | False | 
BoltPM | 3 2 | False | 
BoltPM | 4 2 | False | 
BoltPM | 5 2 | False | 
BoltPM | 6 2 | False | 
BoltPM | 7 2 | False | 
BoltPM | 8 2 | False | HutongGames.PlayMaker.Actions.SetRotation
BoltPM | Unscrew 2 | False | 
BoltPM | Screw 2 | False | 
BoltPM | 0 2 | False | 
BoltPM | Wait 3 | False | 
BoltPM | Wait 4 | False | 
BoltPM | Setup 2 | False | HutongGames.PlayMaker.Actions.Wait
BoltPM | Idle | True | 
BoltPM | State 1 | False | 
BoltPM | State 2 | False | 
